zi,longitudine,latitudine,adancime epicentru,tip placa,replici,magnitudine ultimul,magnitudine
9.0,37.7284911978952,54.019158131816454,68.27367626629967,convergenta,7.0,8.1,3.2
2.0,62.54274026085255,86.6877565734342,84.89576141641489,transformare,4.0,6.9,6.1
18.0,81.74974830271165,13.302120065885138,63.73110551240219,transformare,5.0,3.8,6.7
17.0,155.73806332391325,,93.07029478207605,divergenta,4.0,7.2,5.2
4.0,171.91154616724077,78.62011445616943,89.53864249914508,transformare,1.0,4.4,6.7
25.0,93.40662215468974,44.270300853751,59.70212745923015,convergenta,4.0,8.0,3.7
28.0,156.61796225299594,,66.54183812454033,divergenta,7.0,5.2,5.1
9.0,109.4708854218203,16.696610777085866,91.2651308774546,transformare,7.0,6.0,6.6
21.0,62.83572155778158,47.940172872422465,62.19688947556497,convergenta,7.0,2.1,4.8
5.0,34.95495737042443,29.364266938443514,66.58010728335654,convergenta,6.0,7.8,3.8
17.0,74.36425892089767,28.488830390322843,67.15334662115434,transformare,1.0,5.2,5.7
26.0,94.1083709262926,40.21892675515792,,transformare,2.0,2.5,6.5
4.0,,38.97697041911416,51.85151328025084,convergenta,5.0,1.9,4.3
8.0,26.251409856753128,32.1612191710159,53.68934915607071,convergenta,8.0,4.2,4.4
29.0,108.0331963166592,82.34736932840568,78.92257740814688,transformare,3.0,8.8,5.7
4.0,40.50028704188917,65.85697668896034,69.85559954980333,convergenta,7.0,7.8,3.7
19.0,150.71874769463355,65.47922921983768,81.64426598053538,transformare,1.0,6.1,5.9
,58.84960495935431,26.092210463275986,63.323063808969145,divergenta,2.0,5.1,5.2
2.0,18.87015730558516,51.993848188515635,95.47913387407803,transformare,2.0,8.7,5.6
19.0,15.035505939957066,,88.0470943587228,,1.0,8.7,5.1
18.0,,71.60313316888917,53.3873110275198,transformare,2.0,5.3,5.0
21.0,21.24365602353825,31.007741467888103,89.1952738642517,transformare,6.0,2.6,7.5
3.0,25.363757549170806,69.3785480911783,,transformare,1.0,5.5,6.5
6.0,155.27989042789554,66.23045071269597,97.12178102937365,divergenta,7.0,4.3,6.0
6.0,45.771863449921916,12.735583705971024,86.7741899012724,convergenta,2.0,7.0,3.4
13.0,119.8712539357949,77.93509217098295,56.17968767406078,convergenta,1.0,4.6,3.1
13.0,147.01062366538045,39.71893231623697,78.8038382920227,convergenta,6.0,1.7,5.2
22.0,109.29251522343458,43.77694039997989,64.21163644202444,divergenta,7.0,7.6,4.8
3.0,172.34793782061288,40.35322610081976,98.51064718181236,transformare,9.0,7.4,6.8
16.0,127.59892186695144,51.106140132975675,85.87428626808047,divergenta,7.0,6.3,5.7
28.0,20.295271782658503,55.905232263034925,80.53827948937096,transformare,1.0,7.6,5.8
22.0,100.51380477825838,44.83616091866491,84.75440213023631,convergenta,2.0,1.8,4.9
8.0,129.2735746960531,78.0109688933186,71.89895645548403,convergenta,8.0,7.2,4.0
8.0,144.35230326722012,56.496128057575596,68.63683757188033,convergenta,6.0,4.9,4.6
12.0,4.737840351136475,36.128515437496795,96.78997897199821,transformare,6.0,2.5,7.7
23.0,129.3982047488564,37.50225812178399,66.59635673963433,convergenta,1.0,2.2,4.2
18.0,148.62254778350092,72.97547536160563,52.071806586635965,divergenta,1.0,6.7,3.5
7.0,134.43008596836418,31.33727484718681,70.04200770772287,convergenta,2.0,,3.4
8.0,92.22284621800766,19.03093162041722,89.5170176310836,convergenta,6.0,2.2,5.7
19.0,82.44377335598452,5.344486920521031,82.42341790244598,convergenta,7.0,5.6,4.7
29.0,98.89534499396686,78.84241631285167,98.10853877389374,convergenta,5.0,8.5,3.7
,126.83586578878837,82.6691806071315,55.310093380956886,convergenta,9.0,7.5,3.9
20.0,166.12457231384738,10.810816394712838,95.57731511146918,transformare,6.0,8.7,6.1
18.0,111.0663379154025,30.10263673465034,68.4424596957031,convergenta,6.0,7.5,3.2
10.0,159.81017513102452,15.783486256371948,,transformare,9.0,6.4,6.5
,126.22623254023092,10.430862194329176,71.42410772446172,convergenta,2.0,8.3,2.9
22.0,12.300547938992564,80.98800687000272,55.82261405462207,convergenta,3.0,6.5,
10.0,90.14907420029192,5.118953323081992,62.38982278625944,transformare,9.0,5.3,6.1
26.0,51.56754269674362,88.24370971221062,87.1135784614896,transformare,6.0,2.2,7.0
19.0,51.33148706386301,8.680577462764576,51.15037709228476,convergenta,7.0,4.6,4.2
1.0,64.06695921887716,77.71235842742271,56.69438871931373,divergenta,8.0,2.9,5.9
28.0,56.65189896008564,50.985549629024646,51.2605084395675,convergenta,3.0,8.0,2.9
10.0,104.14979642107804,33.112573903608606,92.86940286617747,transformare,5.0,4.7,6.6
29.0,123.04827006364027,30.810813896264207,80.86624138908898,convergenta,7.0,5.1,4.9
12.0,48.37488967381238,68.16277289139379,58.49643310592794,transformare,1.0,7.2,5.3
18.0,23.357272062308642,28.31159655038585,88.43861115268768,divergenta,4.0,7.9,4.7
10.0,10.585569768203179,59.15870249554276,98.34002987257769,convergenta,4.0,4.4,4.4
27.0,103.6355121054994,46.55934751644721,96.7280187265009,transformare,7.0,4.4,7.5
1.0,33.50342993994043,43.646908064226345,96.07737739060826,convergenta,,2.6,4.8
23.0,1.6646389602658873,81.10459535842455,50.390510770287165,,2.0,4.9,3.3
17.0,166.99555427826675,49.91805527582336,79.45067444926393,convergenta,8.0,3.5,4.9
11.0,96.68527543498331,74.41754427438255,62.831630831951465,transformare,4.0,2.7,6.2
5.0,16.6406724444551,65.30161806913405,78.23236071549294,divergenta,4.0,5.3,5.1
25.0,151.72580018294735,3.470152145309852,65.90151445802773,divergenta,4.0,4.5,5.4
21.0,176.97649289222124,69.57990472548772,57.68332713863063,convergenta,2.0,6.7,2.8
4.0,80.7481191631891,19.51832250819366,72.22468616791733,convergenta,2.0,6.3,4.0
20.0,7.648129482868471,81.28346821664144,74.75481635881867,convergenta,1.0,3.7,4.5
9.0,21.15826933609143,3.863177154794881,99.48827534238123,divergenta,7.0,8.2,5.7
25.0,68.69767439617779,29.97648310268869,52.119394206927005,transformare,9.0,5.9,6.1
28.0,159.39407474079786,8.97596525112786,65.05775994486383,divergenta,9.0,3.6,5.9
28.0,26.646962269997168,42.80302053763594,92.59469225441613,transformare,2.0,2.2,7.1
15.0,148.31821692048518,73.80201922827766,82.98477490630214,convergenta,9.0,7.3,4.6
24.0,2.695726839423498,26.836862369675767,91.3341515922948,convergenta,5.0,4.8,4.8
1.0,82.32996578144598,,83.01454592798889,divergenta,4.0,8.5,4.5
20.0,115.99148537110226,29.724033212720926,87.97681545730664,convergenta,5.0,8.9,4.3
9.0,10.868306764607352,73.24921277285723,74.64608749985287,convergenta,9.0,7.2,4.3
8.0,110.6572951109676,12.63455620194122,60.24388464487988,transformare,4.0,1.7,6.2
24.0,169.9927418645201,20.462620416975163,90.50019304186,transformare,1.0,7.1,6.0
14.0,28.846785624587113,6.196676804403655,78.39103273319846,convergenta,8.0,7.0,4.5
27.0,131.3300489463635,,56.975259689341485,convergenta,,5.1,
18.0,109.63690162983781,35.570991918270316,90.24470134354331,divergenta,1.0,5.7,5.4
25.0,33.3209499982615,27.975597942898442,97.92929551812891,transformare,9.0,7.1,6.9
21.0,1.1166146476858851,64.67637513070368,67.3081936314233,convergenta,2.0,3.6,4.5
24.0,1.671201091066874,30.23797881062297,64.67561260432217,convergenta,6.0,4.3,4.4
1.0,95.77663365096515,65.49941458929763,54.0887589103783,convergenta,4.0,8.7,2.5
12.0,169.70029372101484,73.36794557828821,83.22456132247078,transformare,1.0,1.6,6.6
29.0,115.97375294381023,19.58965591119646,97.94808092482484,divergenta,4.0,5.8,5.2
5.0,,87.6436827161385,56.79963449958038,transformare,6.0,5.5,5.4
26.0,88.89578764569669,14.61221531214001,74.25798156596578,convergenta,6.0,8.6,3.7
1.0,104.74000967422256,26.17568159910683,54.911909232662396,divergenta,2.0,7.6,3.6
11.0,22.746154559508625,16.181576175018748,51.70549518549079,transformare,4.0,6.5,5.7
15.0,157.82771167211354,31.0955090720701,83.22505253338227,divergenta,6.0,5.0,5.7
23.0,136.94267316002433,43.205479903868,93.38435876717489,convergenta,2.0,7.9,3.6
,179.67581151202972,46.995828210190716,66.8785268063015,convergenta,1.0,3.4,4.1
21.0,53.59013056001184,76.82454380666448,93.78825872050496,divergenta,4.0,7.0,5.4
19.0,40.86319892329042,80.050311793428,55.85265495755159,convergenta,5.0,2.5,4.3
5.0,22.529098433041728,19.809347470281573,61.89803409587381,transformare,6.0,8.6,5.7
23.0,173.55775619088806,56.06046289671772,95.08033634533592,divergenta,7.0,6.2,5.8
4.0,140.55933323304424,10.034645156884404,75.4254946845335,convergenta,6.0,3.0,4.9
27.0,29.938430469534964,41.307287416386146,80.40961918985121,transformare,4.0,6.4,5.7
20.0,99.4835647994785,29.010018424195632,51.900911627125396,convergenta,2.0,6.7,2.7
8.0,74.47827745210982,28.485067090824575,56.419495507394444,transformare,3.0,5.2,5.8
9.0,27.267481405114708,43.43258175408909,52.78954062504266,divergenta,5.0,4.2,4.9
14.0,29.173137305393787,65.68448719763408,95.25003699748346,convergenta,1.0,6.8,3.9
6.0,173.4245990541334,6.226439291315055,56.73974819354735,convergenta,2.0,2.8,4.2
1.0,54.893552932389994,79.1256003918664,92.48364133043773,transformare,6.0,4.2,6.9
9.0,169.45907250310978,66.1332397167505,67.55173496862265,convergenta,3.0,3.7,4.2
16.0,13.609921151715191,15.884945000015412,90.029874818289,transformare,2.0,2.6,6.5
16.0,82.9445476127743,84.52448181786333,,divergenta,9.0,6.5,5.7
,23.331428733016818,45.568100162104976,63.38420198464382,divergenta,4.0,6.5,4.2
12.0,0.8617293434109907,89.98277203052687,54.68303505945286,convergenta,4.0,8.2,2.7
5.0,99.67789326709378,17.75335268706639,64.03532952870668,transformare,8.0,4.3,6.4
8.0,20.500938866045416,48.14173785448812,73.573985835864,transformare,5.0,2.1,6.6
29.0,129.96441556806235,26.122323830393558,90.87543994483977,divergenta,6.0,4.4,6.0
14.0,125.66094762724192,27.375620165032192,72.6257477384349,convergenta,7.0,,3.9
27.0,31.739923343608048,53.195884275059115,98.57177874688088,,3.0,2.5,5.2
11.0,169.513585787793,82.954716018375,77.08165054274114,divergenta,8.0,8.4,5.3
21.0,129.78781351784812,72.47374700212575,51.24728149057217,convergenta,3.0,1.6,4.6
15.0,53.63464754824739,65.15472586511933,70.76836500956362,divergenta,7.0,4.2,5.8
18.0,127.66207751114231,50.3256403891532,84.44495536932568,convergenta,3.0,4.2,4.2
28.0,131.74744998267647,83.0068653300703,61.71458231249124,convergenta,1.0,8.8,2.9
20.0,61.600739625172906,44.312526602179574,84.93149754240793,divergenta,5.0,3.3,6.1
4.0,67.60594124306266,78.64489605012463,75.1848652590758,convergenta,8.0,5.9,4.4
,64.63917137759402,75.05834794889685,51.28688877915577,convergenta,2.0,8.4,3.0
19.0,110.99131983937333,19.24518121214279,88.71764747401028,convergenta,7.0,3.6,5.4
22.0,162.07382637723228,69.41029166693193,78.01868519070376,convergenta,4.0,,4.4
3.0,31.174782521145772,1.0954041248932889,54.12467515405467,convergenta,7.0,7.3,3.3
20.0,157.5359297705373,29.054658379327876,73.76070167311364,convergenta,1.0,2.9,4.7
22.0,4.97756817096165,20.66107002227548,64.36464408873734,convergenta,2.0,8.8,2.5
27.0,118.86094727608004,45.61766626385821,93.98407712939665,divergenta,6.0,2.0,6.9
12.0,74.59899717414496,66.3167845512707,64.24635264036243,convergenta,8.0,5.2,4.3
24.0,142.43067940184886,8.79087307029517,97.08435354870994,convergenta,5.0,6.1,4.8
29.0,,46.34299817430916,77.30663746735563,divergenta,2.0,3.0,5.8
29.0,86.41940528613311,84.4570819524947,66.18068547733607,transformare,9.0,6.4,5.8
19.0,115.8955266100674,,90.67725087087886,transformare,3.0,3.2,7.2
14.0,90.31916352599013,60.94270297002817,84.8700189182883,convergenta,5.0,3.0,4.4
24.0,146.07332471193897,53.35922437030418,70.69812478479398,convergenta,2.0,5.0,4.3
2.0,85.69511747428176,,81.48091513532965,divergenta,9.0,8.3,5.1
7.0,94.16807819857364,42.82435762715005,88.92921320141406,convergenta,1.0,7.7,4.2
11.0,45.09370555509214,63.78933518469438,92.57788971417446,convergenta,4.0,5.0,4.3
22.0,108.90774302588503,3.957788882168154,,convergenta,3.0,8.5,3.9
17.0,54.52286556057031,79.1569334721357,58.3038544296709,convergenta,3.0,4.9,4.0
28.0,103.91112261773677,46.80732749721058,91.41947762517928,convergenta,2.0,6.9,3.5
17.0,30.542060803332575,2.759494349314613,52.93145294418861,divergenta,5.0,5.1,4.2
27.0,28.704436621408583,20.197225072875618,60.00853407752843,transformare,8.0,5.6,5.6
29.0,75.06535341455884,85.83081267845817,81.14633600329945,transformare,8.0,7.7,5.7
4.0,76.82751271989736,52.40877597468498,55.73462627234522,convergenta,7.0,6.8,3.3
27.0,48.25966768425703,9.672531099192408,80.16737975281,convergenta,7.0,4.6,5.0
18.0,23.6874330660042,25.879005205250536,65.39828456817818,transformare,4.0,7.6,5.1
11.0,7.05789705850147,41.103326327443575,71.47332925773242,transformare,9.0,7.2,6.0
10.0,4.541728911806906,1.8855062340957418,65.7575751722739,transformare,1.0,7.5,4.7
13.0,48.87905220116562,37.04539622523829,53.508678393245226,transformare,5.0,3.7,5.8
14.0,83.13361958914868,44.051277189122835,75.03793764609804,convergenta,5.0,7.4,3.4
26.0,130.72379063510286,21.931008775310897,98.17997221974437,transformare,1.0,4.7,6.3
7.0,85.47690612852162,52.97751002627879,80.58916740800636,transformare,5.0,5.2,6.4
7.0,162.72914749835073,67.79161076329592,65.00159358085627,convergenta,3.0,3.7,3.8
8.0,6.339564823573274,21.225080169507194,97.80749170620095,divergenta,3.0,3.4,6.1
9.0,32.51891187731418,55.844991025198894,69.46186259761137,transformare,4.0,1.8,
14.0,60.93260869862568,57.56600186673674,84.87588669344217,transformare,9.0,4.9,7.0
25.0,103.94931385172205,85.36862710159569,81.70564024612221,transformare,7.0,1.9,7.2
8.0,153.49250842090964,70.04485505667994,97.64554240194258,divergenta,3.0,7.1,
17.0,63.03635135218376,76.35107428110054,95.73013472474184,convergenta,8.0,6.3,4.5
,48.23796285079562,44.137791759264765,57.40020281750156,transformare,2.0,3.8,5.7
23.0,11.140050391721235,16.681372828144454,54.28429373647112,divergenta,6.0,2.1,5.6
25.0,147.83462598565873,89.62337636636715,90.48211638994148,convergenta,5.0,3.1,4.7
16.0,68.33995977720221,11.642018493482965,95.24716066484115,transformare,9.0,1.8,7.5
26.0,102.87903517504817,,74.64868019614497,transformare,9.0,8.3,5.7
,,6.1283789317895945,84.53806369168876,convergenta,4.0,4.6,4.2
4.0,0.2870227087730237,84.94657716157376,53.48941400892091,convergenta,7.0,6.0,3.4
7.0,26.181025325795876,86.84324467635956,60.990219892823596,convergenta,6.0,,4.2
18.0,140.239978923484,64.74501558035762,57.46880973283606,convergenta,4.0,5.4,3.5
8.0,144.92294733741082,31.499355926715204,80.0580291775017,transformare,7.0,5.6,6.6
21.0,138.46448142589597,22.89441610058619,59.87699468830536,divergenta,4.0,6.9,4.8
26.0,96.65980038770927,23.877299208334268,52.99231577754253,convergenta,2.0,5.1,3.5
3.0,176.19425658415008,11.456462287806726,65.11036413680054,convergenta,9.0,3.7,4.4
29.0,71.31322079915769,47.322805776905064,83.86062145569764,convergenta,3.0,4.0,4.1
,108.34986566036022,12.763554813132975,78.89318621309272,transformare,4.0,8.5,5.7
25.0,11.406420818792695,28.505759989811065,,convergenta,6.0,7.3,4.0
19.0,73.77434098332097,56.40358283631944,91.67394379216881,convergenta,8.0,4.0,5.0
14.0,130.05001575178596,65.47892486316748,63.81345540060448,convergenta,3.0,6.5,3.5
24.0,42.97299133872587,,63.027381918284135,convergenta,4.0,7.3,3.7
25.0,169.88896603316672,38.710438593906595,77.9973705394794,transformare,4.0,2.9,6.2
5.0,123.62100617579203,58.691213535792514,73.91078199228878,convergenta,6.0,6.8,4.2
5.0,51.763568914362864,76.79213785426616,,transformare,8.0,5.9,6.3
13.0,,42.77923039908742,57.78928094770336,convergenta,1.0,5.5,3.6
18.0,14.969658925459639,87.22852845459167,75.23230958164956,convergenta,2.0,4.6,4.4
24.0,175.45939605188218,23.906929278730253,62.95094586377221,transformare,8.0,8.9,5.5
23.0,8.871346633240533,1.2157835964046992,69.60899413095078,divergenta,9.0,7.5,5.4
26.0,168.0220604067693,43.537757823156255,86.67852238353032,convergenta,7.0,2.3,4.8
21.0,45.513697994687014,23.050241551801616,96.84314127796779,transformare,4.0,4.0,7.1
2.0,136.4083393843603,74.13459048208524,88.69314825946621,convergenta,7.0,5.5,5.2
6.0,0.013265897959096051,20.949540496300088,70.28169473116318,transformare,2.0,7.4,5.2
26.0,45.76321605232795,27.956629646217568,79.6516569664382,transformare,1.0,6.8,5.9
24.0,134.83810919694957,71.2104687917201,87.3248907937852,convergenta,4.0,4.0,4.4
28.0,95.82049276151801,64.36289268228239,70.71105250479458,transformare,1.0,8.1,
,20.691386934680676,50.22461129915363,68.01240794061505,transformare,5.0,5.6,5.9
20.0,70.85335425070954,63.44532557304836,56.76216479779316,divergenta,4.0,7.9,4.3
22.0,67.59888391521767,37.67731772130239,86.81304007379379,divergenta,4.0,8.2,4.8
24.0,102.26920395257098,0.4779042853201021,91.92542954038124,transformare,7.0,6.2,6.2
20.0,120.2358730428392,,65.82922055149764,convergenta,2.0,2.6,4.5
23.0,151.34944363420502,46.0099608816318,89.17538828212676,transformare,7.0,6.1,6.4
23.0,89.50165145592707,7.496188174709931,80.51065291684938,divergenta,2.0,1.6,5.6
,70.56390911493062,4.59679321523311,89.2041523201622,divergenta,7.0,6.3,5.1
10.0,25.915776137168706,86.8964975223726,70.56686915748321,transformare,1.0,3.0,6.2
18.0,144.86813369815002,77.31023756922527,87.37881818248033,transformare,7.0,7.9,6.2
10.0,128.4066729746208,13.682450448861257,70.4254558948813,transformare,5.0,2.1,6.4
23.0,73.56193154184336,0.05977967311840415,54.43789927097264,transformare,9.0,3.7,6.6
1.0,93.3178157896805,84.75010158507808,77.5289459067472,convergenta,6.0,1.5,4.7
20.0,119.73291199413998,25.04927684881029,72.71643631943229,transformare,4.0,8.3,5.7
25.0,29.6650061725568,16.730784256994774,62.64399436007886,transformare,5.0,8.0,5.9
5.0,4.895602993425645,62.23572970483817,94.60566674833845,transformare,5.0,3.3,6.8
18.0,57.15066585360338,9.801336495719358,69.14266527680006,convergenta,5.0,2.4,4.5
21.0,,23.818463820252028,51.95630557161407,divergenta,6.0,5.5,4.5
22.0,87.58909643066256,87.75852121908419,,convergenta,8.0,5.4,4.4
17.0,124.65983283536288,57.551649702660924,71.22549039501848,convergenta,9.0,5.0,4.2
4.0,147.54416500341634,46.86100123342982,93.08188615970799,divergenta,6.0,5.3,5.8
11.0,87.91964401144966,,89.95916040525218,divergenta,4.0,6.0,5.7
2.0,24.16806426920847,69.70508593957818,59.99832929539622,convergenta,3.0,8.6,2.9
21.0,153.11303996381386,12.686172887132436,91.95146129794355,divergenta,2.0,8.3,4.9
5.0,103.49825890934059,87.06040218332839,62.39636141268326,divergenta,1.0,6.8,4.5
5.0,133.18874654091672,77.5010707259208,67.09670740821466,convergenta,8.0,8.3,3.9
17.0,126.83963764949247,55.5891284312319,53.840922698874564,convergenta,2.0,6.4,3.0
17.0,174.27811883962352,3.8615571362302346,52.76781565671819,transformare,5.0,7.0,5.1
16.0,53.15531802044651,63.0770084502964,84.04300604055688,transformare,5.0,6.1,6.4
,126.95521910026716,82.19559067969327,96.16705422608665,transformare,1.0,4.3,6.2
14.0,65.82173996266529,47.21193607307634,74.65084271189144,convergenta,8.0,4.7,4.2
9.0,71.17392976535551,31.88023396445365,92.20468559792916,transformare,,5.8,5.9
28.0,41.50703459856987,10.824961048152266,89.68756248463266,divergenta,6.0,3.3,5.9
12.0,61.9218316171537,67.94109937238115,83.23393616906645,convergenta,7.0,2.1,5.5
21.0,170.69341529848737,79.65196660906255,98.91144655588893,divergenta,5.0,6.7,5.8
7.0,52.66275245056817,9.022656966826371,90.1093960438193,convergenta,4.0,5.2,4.5
10.0,44.278309072185614,68.30860992771078,63.74221971071307,divergenta,2.0,3.3,4.8
29.0,104.96483612528796,,89.4507123110554,convergenta,1.0,4.8,3.8
28.0,46.44647221351583,87.03494262694976,84.63308231419518,transformare,3.0,1.7,6.5
16.0,85.2094306069731,55.355221857158654,69.97602233181757,divergenta,7.0,5.1,4.8
4.0,150.15172618012264,,53.83987351135575,convergenta,8.0,6.3,3.9
20.0,41.4720565752916,26.6354850230035,60.71797648090498,convergenta,1.0,,3.6
13.0,76.80445419310561,83.63625044128051,89.86189458216775,divergenta,2.0,3.1,6.1
19.0,109.88815230360574,23.93150646031119,62.42426440680246,transformare,9.0,4.3,6.2
18.0,98.21320642322738,,99.8928991511674,convergenta,8.0,5.1,5.0
11.0,,88.65978114034188,84.69940699942723,transformare,9.0,8.7,5.9
3.0,122.46664579113511,70.50569809633252,73.8611240358804,convergenta,5.0,4.3,4.3
2.0,133.19032356871918,46.70909283477886,78.52183451059636,transformare,8.0,4.9,6.5
12.0,174.05207063401198,,80.54363617707182,transformare,7.0,9.0,5.8
4.0,,42.51724102539657,98.44724100163117,convergenta,9.0,2.2,6.3
13.0,63.968366710989216,39.44303522745332,58.08705973157598,divergenta,9.0,1.5,6.2
5.0,7.895237357948859,18.251643706829572,63.619790133037725,transformare,2.0,3.1,6.5
27.0,33.15677517338889,38.1228873042874,85.47955239856219,convergenta,2.0,2.1,4.3
2.0,42.69413376930166,32.198209567230485,61.99289915717828,convergenta,5.0,8.2,3.3
18.0,33.03080407284093,14.731583503648363,93.5648581101025,transformare,1.0,5.3,6.7
1.0,135.8611007753816,39.723672899923756,67.32670878290594,transformare,7.0,7.5,6.0
8.0,96.4589366297001,23.651996069204014,59.04196999579096,transformare,3.0,8.4,4.8
,120.17408426252412,46.985617861403796,52.38103804249092,transformare,6.0,8.7,5.3
27.0,147.68318895108726,3.164405374457476,79.7797520158975,divergenta,8.0,3.8,6.0
5.0,41.53930943146104,81.56082778085558,91.26410947772759,divergenta,3.0,3.3,6.0
4.0,58.66630916786985,73.47278749678705,63.689655557439565,divergenta,3.0,6.0,4.6
6.0,127.50484806658743,49.73231992594541,95.87697431294102,transformare,9.0,5.7,7.5
7.0,70.69661026280511,76.66277244815188,87.88671350590025,convergenta,7.0,8.2,4.6
4.0,5.268769218187945,86.61555664297204,53.06503412493924,convergenta,1.0,4.8,3.8
3.0,78.29193942483803,9.94700646473945,78.6316498337375,convergenta,3.0,8.9,3.4
26.0,163.48915555477456,56.77486275688234,78.37204701626328,transformare,4.0,7.1,6.2
9.0,73.62387208671744,89.81946008420927,60.11861524679901,convergenta,2.0,8.0,3.4
29.0,59.804804959694465,88.91002524001735,66.72721893328608,transformare,6.0,6.0,
2.0,178.1145149301049,54.29906930616701,72.91394467918812,transformare,6.0,7.0,6.0
29.0,115.99480156266237,11.521878340573501,52.40389106187092,convergenta,3.0,8.0,3.4
5.0,65.87964476481255,52.48735478914754,57.48882046429439,transformare,2.0,7.4,4.8
27.0,18.363515645485325,0.18581720169795424,58.200219455527936,convergenta,,5.6,4.6
1.0,141.8129000903558,17.902020120017365,68.96178772281954,convergenta,6.0,8.4,3.4
25.0,127.45348802779637,,87.36787293382902,transformare,,3.0,6.9
14.0,165.9448438647417,29.739651534255948,91.56518295486295,transformare,3.0,3.3,6.4
20.0,39.1096134050415,57.45510951992537,58.14245230085194,convergenta,2.0,6.3,3.7
10.0,20.686382997881758,25.27735451690184,87.59530180033849,transformare,1.0,8.0,5.7
22.0,130.33305475363144,85.30396984004305,,convergenta,7.0,2.6,5.1
6.0,36.611251559765215,65.5702856954538,94.53436959569392,transformare,8.0,5.9,6.5
2.0,31.6986908021093,29.668604182327137,98.4395626972586,transformare,4.0,7.9,6.4
8.0,57.56532037129298,71.25852790623338,56.223030440497055,convergenta,2.0,4.9,3.5
,147.02852546611877,9.734897202870389,54.03369307104083,transformare,9.0,4.1,6.6
23.0,97.11658891973353,35.30870460589135,89.98650644760048,transformare,9.0,8.1,6.7
21.0,8.253063918410575,19.90963149584331,58.10854365429292,convergenta,6.0,8.5,3.6
8.0,83.5010414386771,61.53538025484416,59.728726212860344,transformare,1.0,6.4,5.2
4.0,123.11633004596554,,,divergenta,2.0,8.1,4.4
22.0,96.90631892442283,35.73232490544066,96.94824485512625,divergenta,5.0,3.9,6.1
28.0,103.04103926818007,24.898475718827065,,divergenta,2.0,5.8,4.8
13.0,40.459919110679635,45.57086273914237,92.1084050218997,transformare,2.0,7.0,5.9
4.0,152.59307968716266,31.490791245349104,92.94284547818255,transformare,5.0,4.4,7.2
7.0,101.05176916640235,63.57695199003099,80.26952402510182,divergenta,1.0,5.3,5.3
21.0,128.38428234732177,2.211932187626946,78.30442240315725,divergenta,4.0,9.0,4.9
8.0,176.73555906239446,57.05882291753168,78.79192046228049,transformare,8.0,3.5,7.3
20.0,77.07575838141578,20.751416072443803,65.06445938213614,convergenta,7.0,3.1,5.0
1.0,158.59199028177153,,80.94335194694953,convergenta,4.0,2.9,
6.0,1.3105825094025025,72.02300432251712,62.179013555428504,transformare,5.0,3.3,6.2
28.0,6.013312670721618,86.00115545823787,58.88161450378044,transformare,2.0,3.5,5.6
12.0,106.25038591118705,28.489518902437794,70.64752272120032,divergenta,4.0,4.7,4.9
10.0,56.06089119759611,74.4124743332168,85.28902114922175,convergenta,9.0,7.2,4.1
20.0,44.68978206354605,9.35917541741098,81.07138436757322,convergenta,2.0,5.5,4.2
,50.02836429761254,57.05834877066449,98.24410396698512,transformare,,7.9,5.5
22.0,57.31252822990576,,82.32279556828612,convergenta,8.0,1.5,5.3
6.0,131.21058530581612,14.038013523101089,57.065702489796024,divergenta,7.0,8.6,4.0
29.0,102.45527500157002,38.34021489026045,58.0609106646259,convergenta,9.0,2.8,4.5
9.0,142.02647506068,80.34364478240833,54.65335700389161,divergenta,,4.5,5.1
12.0,149.43538437030935,9.322061710353497,59.55868824985065,convergenta,9.0,7.8,3.8
15.0,151.7282746742308,1.6286722381327634,79.89754503395605,convergenta,5.0,6.3,3.8
1.0,74.63594685147976,53.152684114314035,91.91432375074078,transformare,9.0,2.4,7.4
9.0,75.82921133695395,39.19783864778401,94.69338260337287,convergenta,3.0,8.4,3.5
20.0,,71.88203239955124,70.00219433425242,convergenta,1.0,7.9,2.7
7.0,,83.11099843836959,77.92915142936158,transformare,6.0,4.6,6.5
26.0,14.484093116244978,,,divergenta,8.0,4.2,6.2
11.0,97.59365173664429,34.95637054521948,65.60352605975845,convergenta,7.0,7.0,3.9
20.0,64.08130673428326,43.764487769638336,79.78345022193476,transformare,2.0,5.8,6.2
3.0,177.73829814894538,52.933631439176935,58.70412555268328,convergenta,7.0,1.6,4.4
28.0,2.4579731632126633,88.54684467134551,73.82701702590474,divergenta,7.0,1.8,6.1
24.0,110.19255715270045,62.75972257470464,58.65361301817342,transformare,2.0,7.5,5.1
,130.25215699179446,35.05936566110119,73.12131951495728,transformare,5.0,4.6,6.0
20.0,52.00321884432394,23.73909178054159,69.84098458837897,convergenta,5.0,2.5,4.7
27.0,175.25547328617577,85.01631465799116,71.66324117502467,convergenta,9.0,,4.2
15.0,154.71659286390803,12.199358979765575,62.1856113053259,transformare,6.0,6.9,5.3
1.0,164.81751137744624,64.82392672542822,56.802167118925304,transformare,4.0,4.3,6.1
20.0,3.4617706832787265,83.28555227631966,63.78326639599428,divergenta,4.0,2.5,5.4
7.0,102.57698723666562,59.819902788099476,61.979001962195454,transformare,3.0,1.9,6.2
2.0,,38.0748996149509,86.71481012922249,divergenta,5.0,6.3,5.0
13.0,152.82515428841933,17.90918459329356,85.84875364907731,divergenta,9.0,6.2,5.6
28.0,113.91293824469324,33.07277900267345,79.22414968821361,convergenta,4.0,7.1,3.8
